4907	обрез	Узкое пространство между внутренним откосом канавы и полотном дороги, а также между наружным откосом и границей отчуждения (в технике).
4908	обрез	Уступ в стене по горизонтальной линии.
4909	оброк	Одна из основных форм эксплуатации крестьян помещиками при крепостном праве, в результате которой помещик взимал с крестьянина натуральный или денежный сбор.
4910	оброк	Сбор, взимавшийся помещиком.
4911	обруч	Металлическая или деревянная полоса в виде кольца, обода.
4912	обруч	Обод, набиваемый на бочку, кадку для скрепления клепок.
4913	обрыв	Место, где круто снижается поверхность из-за обвала или осыпания земли; крутой откос.
4914	обряд	Церемония, чин, по которому совершается.
4915	обряд	Действия, строго определенные обычаем, сопровождающие и оформляющие акты (обычно культового характера).
4916	обувь	Предметы, надеваемые на ноги (ботинки, сапоги, туфли и т.п.) для защиты от холода, удобства движения и т.п.
4917	обуза	Тягостная забота, обязанность.
4918	обход	Место, по которому можно обойти.
4919	обход	Движение с целью побывать в ряде мест, у ряда лиц.
4920	обход	Маневр, производимый с целью удара во фланг или в тыл противника.
4921	объем	Величина в длину, ширину и высоту тела с замкнутыми поверхностями, измеряемая в кубических единицах.
4922	объем	Величина, размеры.
4923	обыск	Осмотр органами власти с целью найти укрываемое, недозволенное.
4924	овощи	Огородные плоды и зелень, употребляемые в пищу.
4925	овраг	Глубокая, длинная впадина на поверхности земли, рытвина от действия талых вод, ливней.
4926	овсюг	Однолетняя сорная трава, по виду похожая на овес.
4927	овчар	Работник по уходу за овцами; овечий пастух.
5325	сезам	Масличное южное однолетнее растение; кунжут.
4929	огонь	Свет от осветительных приборов или от горящего.
4930	огрех	Пропущенное или плохо обработанное место в поле при пахоте, посеве, уборке и т.п.
4974	опока	Кремнистая осадочная горная порода, богатая кремнеземом.
4931	одулы	Самоназвание юкагиров, проживающих в Якутии и в Магаданской области России.
4932	озеро	Естественный водоем, замкнутый в берегах.
4933	озимь	Осенние посевы однолетних злаков, прорастающих осенью и зимующих под снегом.
4934	озноб	Ощущение холода, вызывающее дрожь в теле (при лихорадке, нервном возбуждении и т.п.).
4935	океан	Весь водный покров Земли, окружающий материки и острова.
4936	океан	Каждая из четырех частей водного пространства, омывающая материк или находящаяся между отдельными материками.
4937	окись	Промежуточная степень окисления вещества (в отличие от закиси - низшей и перекиси - высшей степени окисления).
4938	оклад	Регулярное денежное вознаграждение; заработная плата.
4939	оклад	Денежное обложение; налог.
4940	оклад	Металлическое покрытие на иконе.
4941	оковы	Ручные или ножные кандалы.
4942	окрол	Роды крольчихи.
4943	округ	Политическая и административно-хозяйственная единица, распадающаяся на более мелкие единицы и входящая в состав областей или других частей государства.
4944	округ	Военно-административное подразделение территории государства.
4945	округ	Территориальное подразделение, устанавливаемое в стране с целью.
4946	октет	Музыкальное произведение для восьми исполнителей (голосов или инструментов).
4947	окунь	Пресноводная хищная рыба семейства окуневых с красноватыми плавниками и мелкой, крепко держащейся чешуей.
4948	олень	Жвачное парнокопытное млекопитающее, тонконогое и стройное, с ветвистыми рогами и коротким хвостом.
4949	олеум	Сорт крепкой серной кислоты.
4950	олива	Вечнозеленое южное дерево семейства масличных с мелкими душистыми цветками и съедобными, видом напоминающими сливу, плодами.
4951	олимп	Наиболее высокий горный массив в Греции.
4952	олимп	Священная гора, место пребывания богов во главе с Зевсом (в древнегреческой мифологии).
4953	олифа	Продукт обработки высыхающих растительных масел (льняного, конопляного и т.п.), применяемый для изготовления масляных лаков и красок, грунтовок и т.п.
4954	олово	Химический элемент; мягкий, ковкий, серебристо-белый металл, применяемый для пайки, лужения, приготовления сплавов и т.п.
4955	ольха	Лиственное дерево или кустарник семейства березовых.
4956	омега	Название последней буквы греческого алфавита.
4957	омела	Вечнозеленое кустарниковое растение с белыми ягодами, паразитирующее на других деревьях.
4958	омлет	Кушанье из поджаренных яиц, взбитых с мукой и молоком.
4959	омуль	Промысловая рыба семейства лососевых.
4960	онагр	Дикий осел.
4961	оникс	Минерал, разновидность агата.
4962	оникс	Разновидность лучистого известкового шпата (кальцита, реже арагонита).
4963	онуча	Обмотка для ноги под сапог или лапоть; портянка.
4964	опала	Гнев, немилость царя к провинившемуся боярину, вельможе, а также наказание впавшему в немилость (в Российском государстве IX-XVI вв.).
4965	опара	Тесто, заправленное дрожжами или закваской.
4966	опара	Закваска для теста.
4967	опека	Организуемая и контролируемая государством защита личности недееспособных (малолетних, душевнобольных и т.п.), попечение об их правах, воспитании, имуществе и т.п.
4968	опека	Попечение о надзор.
4969	опера	Музыкально-драматическое произведение, предназначенное для исполнения в театре, в котором действующие лица поют в сопровождении оркестра.
4970	опись	Составление списка учитываемых предметов (имущества, документов и т.п.).
4971	опись	Гидрографическая работа по изучению и описанию водных объектов.
5326	сезон	Одно из четырех времен года.
4972	опиум	Высушенный млечный сок незрелых семенных коробочек мака, употребляемый как наркотик, вызывающий галлюцинации, а в медицине - как болеутоляющее и снотворное средство.
4973	опока	Приспособление в виде рамы, в котором изготовляются земляные литейные формы.
4975	опора	Место, на которое можно встать, твердо опереться.
4976	опора	Часть сооружения, несущая на себе тяжесть других частей и служащая основанием для них.
4977	орарь	Часть дьяконского облачения в виде длинной ленты, перекидываемой через плечо.
4978	орган	Орудие, инструмент, средство.
4979	орган	Государственное или общественное учреждение, входящее в состав определенной системы управления.
4980	орган	Клавишный духовой музыкальный инструмент, состоящий из набора труб (деревянных и металлических), в которые мехами нагнетается воздух.
4981	орган	Название разных автоматических заводных музыкальных инструментов.
4982	оргия	Особый тайный культовый обряд и празднество в честь некоторых древневосточных, древнегреческих и древнеримских богов (Вакха, Орфея, Диониса и т.п.).
4983	орден	Особый знак отличия за военные или гражданские заслуги.
4984	орден	Монашеская или рыцарско-монашеская католическая община с определенным уставом.
4985	орден	Название некоторых тайных объединений, сообществ.
4986	ордер	Архитектурная композиция из вертикальных несущих частей (колонн, столбов или пилястр) и горизонтальных несомых частей (антаблемента), сложившаяся в классической форме в Древней Греции.
4987	ореол	Световая кайма, похожая на сияние, вокруг ярко освещенного предмета.
4988	ореол	Изображение сияния вокруг головы Иисуса Христа, Пресвятой Богородицы и святых на иконах, культовых скульптурах и т.п.; нимб.
4989	оркан	Название тропического циклона, образующегося в Южном полушарии.
4990	орлан	Большая хищная птица семейства ястребиных, живущая около водных пространств; морской орел.
4991	орлец	Минерал темно-розового или красного цвета; старое название родонита.
4992	орлик	Многолетнее растение семейства лютиковых; водосбор.
4993	орляк	Многолетнее растение семейства папоротников.
4994	орляк	Живородящая рыба подотряда скатов.
4995	ороки	Малочисленный народ, проживающий в восточной и частично южной части острова Сахалин.
4996	орочи	Малочисленный народ, проживающий в Хабаровском крае России.
4997	осада	Окружение войсками укрепленного пункта (города, крепости, района) с целью принудить его к сдаче.
4998	осада	Пребывание в осажденном городе, крепости и т.п.; состояние осажденного, осажденных.
4999	осень	Название времени года, сменяющего лето и предшествующего зиме.
5000	осина	Лиственное дерево семейства ивовых с листьями на длинных черенках, очень легко приходящими в движение.
5001	оскал	Приоткрытый рот с виднеющимися зубами.
5002	осляк	Дикий осел.
5003	осмий	Химический элемент, синевато-серый металл платиновой группы.
5004	осмос	Явление медленного просачивания растворов сквозь проницаемые органические перегородки.
5005	особь	Отдельный живой организм; индивид.
5006	осоед	Небольшая хищная птица семейства ястребиных, питающаяся преимущественно личинками ос и шмелей.
5007	осока	Многолетняя болотная трава с упругими длинными и узкими листьями.
5008	осыпь	Обломки горных пород, осыпающиеся в результате выветривания.
5009	отава	Трава, выросшая в тот же год на месте скошенной.
5010	отара	Большое стадо овец.
5011	отбой	Звуковой сигнал, возвещающий о прекращении действий, занятий.
5012	отбой	Звонок, сигнализирующий о разъединении телефонных абонентов после разговора.
5013	отбор	Закономерность развития живой природы, определяющая приспособляемость организмов к изменяющимся условиям жизни, основанная на взаимодействии изменчивости, наследственности и выживаемости организмов.
5014	отвал	Приспособление в плуге и в землеройных машинах, служащее для переворачивания и дробления пласта почвы.
5015	отвал	Насыпь из пустых пород, получаемых при разработке месторождений полезных ископаемых.
5016	отвар	Жидкость, насыщенная соком того, что в ней варилось.
5017	отвес	Вертикальный склон, вертикальное направление.
5018	отвес	Небольшой груз, свободно подвешенный на нити, по которой определяют вертикальное направление.
5019	ответ	Устное или письменное высказывание, сообщение, вызванные вопросом или обращением.
5020	ответ	Действие или изъявление чувств, выражающие отношение к отклик.
5021	ответ	Результат решения математической задачи.
5022	отвод	Сопровождение и доставка.
5023	отвод	Перемещение или изменение направления движения.
5024	отвод	Непринятие или устранение как неподходящего, несоответствующего.
5025	отвод	Назначение, передача в пользование, в распоряжение.
5026	отвод	Ответвление в трубе, в кабеле, в радио- и электросети и т.п.
5027	отвод	Один из двух изогнутых брусьев, отходящих под углом от передка шире верхней грядки и служащих для устройства более широкой поверхности саней и для придания им устойчивости (в санях).
5028	отгиб	Место, по которому отогнуто; отогнутый край.
5029	отдел	Одна из частей, на которые подразделяется целое на основании определенных признаков.
5030	отдел	Подразделение учреждения или предприятия.
5031	отдел	Часть помещения, место, где находятся однородные предметы (товары, книги и т.п.).
5032	отдел	Однородные предметы в составе собрания предметов.
5033	отдел	Часть книги, исследования, посвященная одному определенному кругу вопросов.
5034	отдух	Тонкий канал в литейной форме для выхода газов, образующихся при застывании расплавленного металла в форме.
5035	отдых	Непродолжительный перерыв в работе; передышка.
5036	отдых	Свободное от работы время.
5037	отель	Гостиница.
5038	отель	Особняк, барский дом.
5039	отжиг	Термическая обработка металла для придания ему качеств.
5040	отжиг	Постепенное охлаждение изделий из стекла в особых печах для придания им крепости.
5041	отжиг	Пуск огня навстречу пожару с целью остановить его (в лесоводстве).
5042	отзол	Обработка кожи в растворе с золой и известью для удаления шерсти.
5043	отказ	Остановка механизма вследствие порчи.
5044	откат	Обратное движение ствола или всего артиллерийского орудия после выстрела.
5045	откос	Покатый спуск, скат, наклонная поверхность.
5046	откос	Скошенная, расположенная под углом к другим плоскостям часть строения.
5047	откос	Подпорка в виде наклонно поставленного столба, бревна.
5048	откуп	Право на взыскание с населения налогов, а также на монопольное ведение торговли или на эксплуатацию предприятия, предоставляемое государством частному лицу за денежный взнос (в Российском государстве XIX в.).
5049	отлив	Приспособление для стока, сливания жидкости.
5050	отлив	Периодически повторяющееся понижение уровня открытого моря, вызывающее отход воды от берега.
5051	отлив	Отраженный свет, блик на поверхности отблеск.
5052	отлив	Оттенок цвета, примешивающийся к основному цвету, отсвечивающий на его фоне.
5053	отмах	Движение назад, в сторону и т.п. при махании.
5054	отпор	Отражение нападения.
5055	отпор	Несогласие, сопровождаемое возражениями и протестами.
5056	отрог	Ответвление основной горной цепи.
5057	отрок	Мальчик-подросток среднего возраста между ребенком и юношей.
5058	отрок	Младшей член дружины князя (на Руси IX-XIII вв.).
5059	отруб	Обособленный участок, выделенный из земель в собственность.
5060	отруб	Поперечное сечение дерева, бревна.
5061	отряд	Временное или постоянное объединение вооруженных сил для выполнения определенной боевой задачи.
5062	отряд	Группа людей, объединенных для совместной деятельности, работы.
5063	отряд	Подразделение класса в систематике животных.
5064	отсос	Прибор, аппарат для отсасывания, всасывания.
5065	отток	Труба или канава для стока жидкости.
5066	отход	Удаление, движение от пункта; отбытие, отправление.
5067	отчет	Письменное или устное сообщение о своих действиях или о выполнении возложенного поручения, представляемое лицу или учреждению.
5068	отчет	Объяснение или изложение происшедшего.
5069	отчим	Неродной отец, муж матери по отношению к ее детям от прежнего брака.
5070	офеня	Мелкий торговец в Российском государстве до 1917 г., торговавший по деревням вразнос (мануфактурой, галантереей, лубочными книжками, сластями и т.п.); коробейник.
5071	офорт	Способ углубленного гравирования на металлической доске при помощи травления кислотами.
5072	офсет	Способ печатания, при котором изображение с печатной формы передается на резиновую ленту, а с нее на бумагу.
5073	охота	Желание, стремление, склонность.
5074	охота	Добывание диких зверей, крупных рыб и птиц путем умерщвления их или ловли.
5075	охота	Период течки, стремление к спариванию у самок.
5076	очерк	Очертание, контур.
5077	очерк	Небольшое литературное произведение, дающее краткое выразительное описание.
5078	очерк	Описание, исследование вопроса, дающее общее представление о нем.
5079	ошеек	Часть мясной туши, прилегающая к шее.
5080	ощупь	Распознавание осязанием; ощупывание.
5081	радар	Устройство для обнаружения и определения местонахождения объектов в пространстве по отраженным от них радиоволнам; радиолокатор.
5082	раджа	Княжеский титул в Индии.
5083	радий	Радиоактивный химический элемент, серебристо-белый металл.
5084	радон	Радиоактивный химический элемент, инертный газ, продукт распада радия в обычных условиях.
5085	разум	Высшая ступень познавательной деятельности человека, способность логически и творчески мыслить, обобщать результаты познания.
5086	разум	Ум, интеллект.
5087	раина	Название пирамидального тополя на Украине, на Северном Кавказе.
5088	район	Территория, составляющая единое целое по признакам, особенностям.
5089	район	Пространство, в пределах которого совершается действие или на которое распространяется действие.
5090	район	Административно-территориальная единица в составе страны или большого города.
5091	ракия	Сливовая или иная фруктовая водка (у сербов, болгар и т.п.).
5092	ракша	Птица с зеленовато-голубым оперением; сизоворонка.
5093	рамка	Небольшая рама.
5094	рамка	Графическое изображение прямоугольника, внутри которого помещен текст или рисунок.
5095	рамки	Пределы, границы, в которых должно совершаться.
5096	рампа	Невысокий барьер вдоль авансцены, прикрывающий со стороны зрительного зала приборы для освещения сцены.
5097	ранет	Зимний сорт яблони с винносладкими плодами.
5098	ранец	Сумка из кожи или другого материала, носимая с помощью заплечных ремней, лямок на спине.
5099	растр	Поверхность с чередующимися прозрачными и непрозрачными элементами для структурного преобразования направленного на него пучка света, применяемая в полиграфии на стадии копирования или перевода изображения в мелкоточечное.
5100	растр	Прибор для графления нотной бумаги.
5101	растр	Совокупность строк, на которые разлагается передаваемое изображение, в виде светящегося прямоугольника на телевизионном экране.
5102	ратин	Шерстяная, с завитками густого ворса ткань для верхней одежды.
5103	раунд	Трехминутная часть в поединке боксеров, состоящем в любительском боксе из трех частей с минутными перерывами между ними; одна схватка в боксе.
5104	раунд	Самостоятельный этап, тур переговоров.
5105	рафия	Тропическое растение семейства пальм с коротким стволом и кроной гигантских листьев.
5106	рахит	Болезнь растущего организма, характеризующаяся расстройством процесса развития костей и функций нервной системы вследствие недостатка в организме некоторых витаминов и нарушения обмена веществ.
5148	ржище	Поле, с которого убрана рожь.
5107	рация	Переносная приемно-передающая радиостанция малой и средней мощности.
5108	рачки	Общее название группы мелких беспозвоночных животных класса ракообразных.
5109	рвота	Непроизвольное извержение содержимого желудка через рот.
5110	рвота	Непроизвольно извергнутая из желудка жидкость, масса.
5111	рдест	Водяное растение с очень длинным стеблем и небольшими овальными или узкими листьями, погруженное в воду до соцветия или с частично плавающими на поверхности листьями.
5112	ребаб	Струнный смычковый музыкальный инструмент, с одной, двумя или тремя струнами (распространенный среди населения Малайского архипелага, Египта, Индии и т.п.).
5113	ребро	Дугообразная узкая кость, прикрепленная сзади к позвоночнику и идущая к грудной кости.
5114	ребро	Линия пересечения двух плоскостей.
5115	ребус	Загадка, в которой искомое слово или фраза изображены в комбинации рисунков, букв, знаков.
5116	ревун	Южноамериканская обезьяна, способная издавать очень громкие звуки благодаря наличию особых голосовых мешков.
5117	ревун	Сигнальный свисток, приводимый в действие сжатым воздухом, паром; сирена.
5118	редан	Открытое полевое укрепление в виде рва, окопа, имеющее форму выступающего в сторону противника острого угла.
5119	редан	Выступ у днища глиссера, быстроходного катера или гидросамолета, уменьшающий сопротивление при движении по воде и облегчающий отрыв от воды.
5120	редис	Однолетнее скороспелое овощное растение семейства крестоцветных со съедобным корнеплодом - округлым или удлиненным - обычно красного или белого цвета.
5121	редут	Применяемое до первой мировой войны полевое укрепление в виде многоугольника с наружным валом и рвом.
5122	режим	Государственный строй, образ правления.
5123	режим	Точно установленный распорядок жизни, занятий.
5124	режим	Условия существования, функционирования, деятельности.
5125	резак	Большой широкий нож.
5126	резак	Инструмент для кислородной резки металлов.
5127	резак	Острая лопаточка, применяемая в штукатурных работах.
5128	резец	Режущий инструмент для обработки металла, дерева и других твердых материалов.
5129	резец	Орудие каменного века из кремня для обработки кости, рога и некоторых пород камня.
5130	резец	Нож, режущая часть плуга и других орудий для обработки земли.
5131	резец	Передний зуб плоской формы.
5132	резня	Жестокая драка с поножовщиной.
5133	резон	Весьма разумное основание.
5134	резон	Убедительный довод, аргумент.
5135	рейка	Узкая и тонкая деревянная доска или брусок.
5136	рейка	Деревянный брус с делениями, служащий для измерения уровня воды в водоемах и высоты снежного или ледяного покрова.
5137	ремез	Маленькая птичка отряда воробьиных.
5138	ремиз	Недобор установленного числа взяток в некоторых карточных играх.
5139	ремиз	Повторный предупреждающий удар в фехтовании.
5140	ремиз	Место, где размножается и постоянно пребывает дичь.
5141	ремни	Приспособление для увязывания и переноски ручного багажа, состоящее из двух соединенных перемычкой полосок кожи или прочной ткани с пряжками.
5142	ренет	Зимний сорт яблони с плодами приплюснутой формы, виннокислыми на вкус.
5143	рений	Химический элемент, светло-серый тяжелый и тугоплавкий металл, устойчивый к химическим реагентам.
5144	рента	Регулярно получаемый доход с капитала, имущества или земли, не требующий от получателя предпринимательской деятельности.
5145	репер	Закрепленный на местности знак, указывающий определенную абсолютную высоту данного пункта (в геологии).
5146	репер	Совокупность двух (на плоскости) или трех (в пространстве) векторов с общим началом, не лежащих на одной прямой и взятых в определенном порядке (в математике).
5147	репер	Вспомогательная точка, по которой производится пристрелка орудия для последующего переноса огня на цель (в артиллерии).
5149	рикша	Легкая двухколесная рессорная коляска, предназначенная для перевозки людей и грузов, которую везет человек, держась за две оглобли (в некоторых странах Азии).
5150	ринит	Воспаление слизистой оболочки носа; насморк.
5151	рипус	Рыба семейства лососевых.
5152	риска	Контрольная бороздка, линия на поверхности для точной установки соединяемых частей.
5153	ритор	Оратор (у древних греков и римлян).
5154	рифли	Правильные ряды углублений и выступов, сделанных насечкой или штамповкой на поверхности.
5155	рифма	Созвучие концов стихотворных строк (в стихосложении).
5156	ришта	Паразитический круглый червь, имеющий длину больше метра и поселяющийся под кожей человека.
5157	робот	Автоматическое устройство с антропоморфным действием, которое частично или полностью заменяет человека при выполнении работ в опасных для жизни условиях или при относительной недоступности объекта.
5158	рогач	Самец-олень или другое животное с рогами.
5159	рогач	Жук, имеющий верхние челюсти в виде рогов.
5160	родий	Очень стойкий металл серебристого цвета из группы платиновых металлов.
5161	родич	Член рода (в первобытно-общинном строе).
5162	рожок	Духовой музыкальный или сигнальный инструмент в виде трубки с расширяющимся концом.
5163	розан	Булочка с загнутыми внутрь углами.
5164	розга	Срезанный тонкий гибкий прут, служащий для наказания.
5165	розги	Наказание в виде ударов срезанными тонкими гибкими прутьями.
5166	рокер	Представитель группы молодежи, противопоставляющей себя обществу манерой поведения, внешним видом и лихачеством в езде на мотоциклах.
5167	рокер	Исполнитель музыкальных произведений в стиле рока.
5168	рокот	Дробные, раскатистые звуки, сливающиеся в монотонное звучание.
5169	рокот	Мелодичное, приятное для слуха переливчатое звучание.
5170	ролик	Небольшое металлическое колесико (у ножек мебели, рояля и т.п. для удобства передвижения).
5171	ролик	Небольшой блок в виде барабана или колесика с желобом, применяемый в различных областях техники в качестве деталей машин, устройства, уменьшающего трение и т.п.
5172	ролик	Машинная часть в виде небольшого цилиндра или вала.
5173	роман	Большое по объему повествовательное художественное произведение - обычно в прозе - со сложным сюжетом.
5174	ронжа	Лесная птица семейства вороновых; кукша.
5175	ропак	Разновидность торосистых образований морского льда, представляющая собою отдельную льдину, вертикально или наклонно стоящую среди сравнительно ровной ледяной поверхности.
5176	ропот	Недовольство, выраженное негромкой речью, в не вполне открытой форме.
5177	ростр	Таран в виде головы животного на носовой части древнеримского военного корабля для нанесения ударов кораблю противника.
5178	ротор	Вращающаяся часть машины (турбины, электрического генератора и т.п.).
5179	ротор	Устройство на судах в виде вращающегося вертикального цилиндра, использующее силу ветра для движения судна.
5180	рояль	Музыкальный ударно-клавишный инструмент с горизонтально расположенными металлическими струнами и корпусом в форме крыла.
5181	ртуть	Химический элемент, жидкий тяжелый металл серебристо-белого цвета.
5182	рубеж	Разграничительная черта, линия; граница.
5183	рубеж	Государственная граница.
5184	рубеж	Линия обороны, укреплений.
5185	рубеж	Место расположения войск в бою; позиция.
5186	рубец	След на коже от зажившей раны.
5187	рубец	Продолговатое углубление на поверхности.
5188	рубец	местн. Край, кромка.
5189	рубец	Шов, образующий складку от сшитых кромок, подшитых краев ткани.
5190	рубец	Первый, самый большой отдел желудка жвачных животных.
5191	рубин	Драгоценный камень красного или розового цвета; разновидность корунда.
5192	рубка	Надстройка на верхней палубе судна.
5193	рубка	Помещение в дирижабле, где сосредоточены приборы по управлению и где находится командир.
5194	рубка	Название разного рода специальных помещений.
5195	рубль	Основная денежная единица России, равная 100 копейкам.
5196	рудяк	Железистое каменистое образование, встречающееся в дерново-подзолистых, лесостепных и заболоченных почвах.
5197	ружье	Огнестрельное ручное гладкоствольное оружие с длинным ненарезным - в отличие от винтовки - стволом.
5198	руины	Развалины, разрушения (обычно древнего происхождения).
5199	рукав	Часть одежды, покрывающая руку (от плеча до кисти или короче).
5200	рулет	Кушанье из рубленого мяса, в форме толстой колбасы.
5201	рулет	Кондитерское изделие из теста, свернутого в несколько слоев, со сладкой начинкой.
5202	рулет	Окорок с вынутой костью, которому придана форма толстой колбасы.
5203	рулон	Свернутая в трубку бумага, ткань, линолеум и т.п.
5204	румба	Парный бальный импровизационный современный танец латиноамериканского происхождения, быстрого темпа, с характерными движениями бедер.
5205	рупия	Денежная единица Индии, Индонезии, Пакистана и ряда других азиатских стран.
5206	рупия	Монета соответствующего достоинства.
5207	рупор	Труба с расширяющимся концом, служащая для усиления звука.
5208	русак	Серый заяц, сохраняющий - в отличие от беляка - одинаковую окраску зимой и летом.
